date,open,high,low,close,volume
2017-01-03,0.0,0.0,0.0,60.9,0
2017-01-04,0.0,0.0,0.0,60.4,0
2017-01-05,0.0,0.0,0.0,62.1,0
2017-01-06,65.66,64.84,65.23,64.24,18220
2017-01-09,0.0,0.0,0.0,66.29,0
2017-01-10,0.0,0.0,0.0,63.59,0
2017-01-11,0.0,0.0,0.0,65.76,0
2017-01-12,0.0,0.0,0.0,65.56,0
2017-01-13,0.0,0.0,0.0,63.57,0
2017-01-17,66.55,64.68,66.36,65.18,222085
2017-01-18,0.0,0.0,0.0,65.93,0
2017-01-19,0.0,0.0,0.0,65.35,0
2017-01-20,0.0,0.0,0.0,65.86,0
2017-01-23,0.0,0.0,0.0,66.05,0
2017-01-24,0.0,0.0,0.0,65.07,0
2017-01-25,0.0,0.0,0.0,66.18,0
2017-01-26,0.0,0.0,0.0,67.09,0
2017-01-27,0.0,0.0,0.0,64.89,0
2017-01-30,0.0,0.0,0.0,64.25,0
2017-01-31,0.0,0.0,0.0,64.48,0
2017-02-01,60.23,59.57,59.62,60.48,11371
2017-02-02,61.41,60.06,59.39,61.63,20162
2017-02-03,0.0,0.0,0.0,60.52,0
2017-02-06,0.0,0.0,0.0,60.59,0
2017-02-07,0.0,0.0,0.0,60.34,0
2017-02-08,0.0,0.0,0.0,60.52,0
2017-02-09,0.0,0.0,0.0,61.58,0
2017-02-10,0.0,0.0,0.0,59.75,0
2017-02-13,0.0,0.0,0.0,61.4,0
2017-02-14,0.0,0.0,0.0,59.15,0
2017-02-15,0.0,0.0,0.0,61.03,0
2017-02-16,0.0,0.0,0.0,60.44,0
2017-02-17,0.0,0.0,0.0,58.88,0
2017-02-21,0.0,0.0,0.0,60.39,0
2017-02-22,0.0,0.0,0.0,60.58,0
2017-02-23,0.0,0.0,0.0,59.53,0
2017-02-24,0.0,0.0,0.0,60.49,0
2017-02-27,0.0,0.0,0.0,60.32,0
2017-02-28,0.0,0.0,0.0,59.38,0
2017-03-01,0.0,0.0,0.0,58.87,0
2017-03-02,0.0,0.0,0.0,61.43,0
2017-03-03,0.0,0.0,0.0,59.34,0
2017-03-06,0.0,0.0,0.0,59.71,0
2017-03-07,0.0,0.0,0.0,60.76,0
2017-03-08,58.39,55.93,57.56,57.05,18245
2017-03-09,0.0,0.0,0.0,56.07,0
2017-03-10,0.0,0.0,0.0,57.02,0
2017-03-13,0.0,0.0,0.0,57.32,0
2017-03-14,0.0,0.0,0.0,58.32,0
2017-03-15,0.0,0.0,0.0,56.45,0
2017-03-16,0.0,0.0,0.0,56.14,0
2017-03-17,0.0,0.0,0.0,56.17,0
2017-03-20,0.0,0.0,0.0,56.05,0
2017-03-21,0.0,0.0,0.0,56.49,0
2017-03-22,0.0,0.0,0.0,57.8,0
2017-03-23,0.0,0.0,0.0,57.36,0
2017-03-24,0.0,0.0,0.0,56.3,0
2017-03-27,0.0,0.0,0.0,56.28,0
2017-03-28,0.0,0.0,0.0,57.48,0
2017-03-29,59.7,58.7,58.0,59.7,22257
2017-03-30,0.0,0.0,0.0,57.7,0
2017-03-31,0.0,0.0,0.0,60.1,0
2017-04-03,0.0,0.0,0.0,57.4,0
2017-04-04,59.14,57.52,59.01,57.69,39728
2017-04-05,0.0,0.0,0.0,57.88,0
2017-04-06,0.0,0.0,0.0,58.51,0
2017-04-07,0.0,0.0,0.0,57.62,0
2017-04-10,0.0,0.0,0.0,57.4,0
2017-04-11,0.0,0.0,0.0,56.74,0
2017-04-12,0.0,0.0,0.0,58.24,0
2017-04-13,0.0,0.0,0.0,58.59,0
2017-04-17,0.0,0.0,0.0,56.73,0
2017-04-18,55.03,54.69,56.46,55.81,93600
2017-04-19,56.36,57.34,56.31,58.34,35552
2017-04-20,0.0,0.0,0.0,58.22,0
2017-04-21,0.0,0.0,0.0,57.28,0
2017-04-24,0.0,0.0,0.0,57.54,0
2017-04-25,58.05,59.67,58.55,60.65,10260
2017-04-26,0.0,0.0,0.0,60.49,0
2017-04-27,0.0,0.0,0.0,60.19,0
2017-04-28,0.0,0.0,0.0,59.9,0
2017-05-01,0.0,0.0,0.0,58.54,0
2017-05-02,0.0,0.0,0.0,58.63,0
2017-05-03,0.0,0.0,0.0,58.2,0
2017-05-04,0.0,0.0,0.0,59.12,0
2017-05-05,0.0,0.0,0.0,58.36,0
2017-05-08,0.0,0.0,0.0,58.29,0
2017-05-09,0.0,0.0,0.0,58.17,0
2017-05-10,0.0,0.0,0.0,59.47,0
2017-05-11,60.84,59.0,60.78,61.0,8841
2017-05-12,0.0,0.0,0.0,60.38,0
2017-05-15,60.92,60.36,61.92,59.36,29452
2017-05-16,0.0,0.0,0.0,61.3,0
2017-05-17,0.0,0.0,0.0,61.57,0
2017-05-18,0.0,0.0,0.0,60.15,0
2017-05-19,0.0,0.0,0.0,59.37,0
2017-05-22,0.0,0.0,0.0,60.3,0
2017-05-23,0.0,0.0,0.0,61.91,0
2017-05-24,0.0,0.0,0.0,59.68,0
2017-05-25,0.0,0.0,0.0,62.0,0
2017-05-26,0.0,0.0,0.0,60.64,0
2017-05-30,0.0,0.0,0.0,61.77,0
2017-05-31,0.0,0.0,0.0,60.69,0
2017-06-01,63.87,63.48,64.25,64.83,104764
2017-06-02,0.0,0.0,0.0,64.75,0
2017-06-05,0.0,0.0,0.0,64.51,0
2017-06-06,0.0,0.0,0.0,63.83,0
2017-06-07,0.0,0.0,0.0,64.08,0
2017-06-08,0.0,0.0,0.0,64.84,0
2017-06-09,0.0,0.0,0.0,65.53,0
2017-06-12,0.0,0.0,0.0,64.89,0
2017-06-13,0.0,0.0,0.0,64.23,0
2017-06-14,63.57,64.49,64.83,64.54,10609
2017-06-15,0.0,0.0,0.0,63.56,0
2017-06-16,0.0,0.0,0.0,63.64,0
2017-06-19,0.0,0.0,0.0,64.51,0
2017-06-20,63.13,62.02,61.6,63.2,10484
2017-06-21,0.0,0.0,0.0,60.62,0
2017-06-22,0.0,0.0,0.0,60.63,0
2017-06-23,0.0,0.0,0.0,60.45,0
2017-06-26,0.0,0.0,0.0,63.0,0
2017-06-27,0.0,0.0,0.0,60.27,0
2017-06-28,58.01,60.2,59.64,59.14,13029
2017-06-29,0.0,0.0,0.0,59.67,0
2017-06-30,0.0,0.0,0.0,57.81,0
2017-07-03,0.0,0.0,0.0,58.19,0
2017-07-05,0.0,0.0,0.0,59.15,0
2017-07-06,0.0,0.0,0.0,57.52,0
2017-07-07,0.0,0.0,0.0,60.01,0
2017-07-10,0.0,0.0,0.0,58.04,0
2017-07-11,0.0,0.0,0.0,57.67,0
2017-07-12,0.0,0.0,0.0,57.92,0
2017-07-13,0.0,0.0,0.0,58.84,0
2017-07-14,0.0,0.0,0.0,58.65,0
2017-07-17,0.0,0.0,0.0,60.16,0
2017-07-18,0.0,0.0,0.0,57.57,0
2017-07-19,0.0,0.0,0.0,58.53,0
2017-07-20,0.0,0.0,0.0,57.83,0
2017-07-21,0.0,0.0,0.0,59.18,0
2017-07-24,0.0,0.0,0.0,59.79,0
2017-07-25,0.0,0.0,0.0,59.92,0
2017-07-26,0.0,0.0,0.0,59.73,0
2017-07-27,0.0,0.0,0.0,58.02,0
2017-07-28,0.0,0.0,0.0,58.3,0
2017-07-31,0.0,0.0,0.0,59.71,0
2017-08-01,0.0,0.0,0.0,59.5,0
2017-08-02,0.0,0.0,0.0,57.48,0
2017-08-03,0.0,0.0,0.0,57.92,0
2017-08-04,0.0,0.0,0.0,60.05,0
2017-08-07,0.0,0.0,0.0,58.86,0
2017-08-08,0.0,0.0,0.0,59.47,0
2017-08-09,0.0,0.0,0.0,57.99,0
2017-08-10,0.0,0.0,0.0,59.95,0
2017-08-11,0.0,0.0,0.0,59.67,0
2017-10-04,64.8,63.59,63.96,63.9,20784
2017-10-05,64.82,65.4,62.7,64.98,85012
2017-10-06,0.0,0.0,0.0,62.8,0
2017-10-09,0.0,0.0,0.0,65.15,0
2017-10-10,65.0,65.0,64.0,65.0,3424
2017-10-11,0.0,0.0,0.0,64.0,0
2017-10-12,0.0,0.0,0.0,65.0,0
2017-10-13,0.0,0.0,0.0,64.0,0
2017-10-16,0.0,0.0,0.0,64.0,0
2017-10-17,66.09,66.53,68.99,68.03,302853
2017-10-18,0.0,0.0,0.0,65.8,0
2017-10-19,0.0,0.0,0.0,67.79,0
2017-10-20,0.0,0.0,0.0,68.0,0
2017-10-23,0.0,0.0,0.0,67.31,0
2017-10-24,0.0,0.0,0.0,68.06,0
2017-10-25,0.0,0.0,0.0,67.93,0
2017-10-26,0.0,0.0,0.0,68.48,0
2017-10-27,0.0,0.0,0.0,67.92,0
2017-10-30,0.0,0.0,0.0,66.71,0
2017-10-31,0.0,0.0,0.0,65.95,0
2017-11-01,0.0,0.0,0.0,69.04,0
2017-11-02,0.0,0.0,0.0,66.21,0
2017-11-03,68.86,68.17,68.58,67.18,641536
2017-11-06,0.0,0.0,0.0,68.05,0
2017-11-07,0.0,0.0,0.0,68.27,0
2017-11-08,0.0,0.0,0.0,66.51,0
2017-11-09,0.0,0.0,0.0,67.5,0
2017-11-10,0.0,0.0,0.0,66.07,0
2017-11-13,0.0,0.0,0.0,69.24,0
2017-11-14,0.0,0.0,0.0,66.38,0
2017-11-15,0.0,0.0,0.0,68.26,0
2017-11-16,0.0,0.0,0.0,68.01,0
2017-11-17,0.0,0.0,0.0,67.41,0
2017-11-20,0.0,0.0,0.0,67.85,0
2017-11-21,0.0,0.0,0.0,67.84,0
2017-11-22,0.0,0.0,0.0,67.32,0
2017-11-24,0.0,0.0,0.0,69.26,0
2017-11-27,0.0,0.0,0.0,67.24,0
2017-11-28,0.0,0.0,0.0,67.86,0
2017-11-29,0.0,0.0,0.0,67.89,0
2017-11-30,0.0,0.0,0.0,66.26,0
2017-12-01,0.0,0.0,0.0,69.0,0
2017-12-04,0.0,0.0,0.0,67.43,0
2017-12-05,0.0,0.0,0.0,68.9,0
2017-12-06,0.0,0.0,0.0,67.02,0
2017-12-07,0.0,0.0,0.0,69.2,0
2017-12-08,0.0,0.0,0.0,67.43,0
2017-12-11,0.0,0.0,0.0,66.9,0
2017-12-12,0.0,0.0,0.0,66.78,0
2017-12-13,0.0,0.0,0.0,67.04,0
2017-12-14,0.0,0.0,0.0,66.87,0
2017-12-15,0.0,0.0,0.0,66.98,0
2017-12-18,0.0,0.0,0.0,66.1,0
2017-12-28,0.0,0.0,0.0,68.88,0
2017-12-29,0.0,0.0,0.0,67.1,0
2018-01-02,0.0,0.0,0.0,66.82,0
2018-01-03,0.0,0.0,0.0,66.9,0
2018-01-04,0.0,0.0,0.0,67.97,0
2018-01-05,0.0,0.0,0.0,66.17,0
2018-01-08,0.0,0.0,0.0,68.33,0
2018-01-09,0.0,0.0,0.0,67.5,0
2018-01-10,0.0,0.0,0.0,67.57,0
2018-01-11,0.0,0.0,0.0,67.31,0
2018-01-12,0.0,0.0,0.0,67.35,0
2018-01-16,0.0,0.0,0.0,67.54,0
2018-01-17,0.0,0.0,0.0,68.02,0
2018-01-18,66.58,66.58,66.44,65.77,4567
2018-01-19,0.0,0.0,0.0,66.77,0
2018-01-22,0.0,0.0,0.0,65.26,0
2018-01-23,0.0,0.0,0.0,66.5,0
2018-01-24,0.0,0.0,0.0,67.29,0
2018-01-25,0.0,0.0,0.0,66.2,0
2018-01-26,0.0,0.0,0.0,67.04,0
2018-01-29,0.0,0.0,0.0,66.25,0
2018-01-30,0.0,0.0,0.0,67.41,0
2018-01-31,0.0,0.0,0.0,64.54,0
2018-02-01,0.0,0.0,0.0,66.35,0
2018-02-02,0.0,0.0,0.0,66.71,0
2018-02-05,0.0,0.0,0.0,65.97,0
2018-02-06,0.0,0.0,0.0,66.38,0
2018-02-07,0.0,0.0,0.0,67.34,0
2018-02-08,0.0,0.0,0.0,66.49,0
2018-02-09,0.0,0.0,0.0,64.55,0
2018-02-12,0.0,0.0,0.0,66.66,0
2018-02-13,0.0,0.0,0.0,66.45,0
2018-02-14,0.0,0.0,0.0,65.28,0
2018-02-15,0.0,0.0,0.0,65.57,0
2018-02-16,0.0,0.0,0.0,65.32,0
2018-02-20,0.0,0.0,0.0,64.8,0
2018-02-21,0.0,0.0,0.0,66.62,0
2018-02-22,0.0,0.0,0.0,67.7,0
2018-02-23,0.0,0.0,0.0,65.28,0
2018-02-26,0.0,0.0,0.0,65.97,0
2018-02-27,0.0,0.0,0.0,64.55,0
2018-02-28,0.0,0.0,0.0,65.09,0
2018-03-01,0.0,0.0,0.0,67.48,0
2018-03-02,0.0,0.0,0.0,66.84,0
2018-03-05,0.0,0.0,0.0,65.15,0
2018-03-06,0.0,0.0,0.0,64.58,0
2018-03-07,0.0,0.0,0.0,64.57,0
2018-03-08,0.0,0.0,0.0,66.37,0
2018-03-09,0.0,0.0,0.0,67.69,0
2018-03-12,0.0,0.0,0.0,64.92,0
2018-03-13,0.0,0.0,0.0,66.96,0
2018-03-14,0.0,0.0,0.0,67.34,0
2018-03-15,0.0,0.0,0.0,66.21,0
2018-03-16,0.0,0.0,0.0,66.04,0
2018-03-19,0.0,0.0,0.0,66.12,0
2018-03-20,0.0,0.0,0.0,67.08,0
2018-03-21,0.0,0.0,0.0,64.73,0
2018-03-22,0.0,0.0,0.0,66.96,0
2018-03-23,0.0,0.0,0.0,66.99,0
2018-03-26,0.0,0.0,0.0,66.73,0
2018-03-27,0.0,0.0,0.0,65.78,0
2018-03-28,0.0,0.0,0.0,65.09,0
2018-03-29,0.0,0.0,0.0,64.83,0
2018-04-02,0.0,0.0,0.0,65.46,0
2018-04-03,0.0,0.0,0.0,66.77,0
2018-04-04,0.0,0.0,0.0,65.37,0
2018-04-05,0.0,0.0,0.0,65.08,0
2018-04-06,0.0,0.0,0.0,64.63,0
2018-06-07,58.0,58.0,57.0,57.0,14975
2018-06-08,0.0,0.0,0.0,58.0,0
2018-06-11,0.0,0.0,0.0,57.0,0
2018-06-12,0.0,0.0,0.0,57.0,0
2018-06-13,0.0,0.0,0.0,57.0,0
2018-06-14,0.0,0.0,0.0,58.0,0
2018-06-15,0.0,0.0,0.0,59.0,0
2018-06-18,0.0,0.0,0.0,59.0,0
2018-06-19,0.0,0.0,0.0,58.0,0
2018-06-20,0.0,0.0,0.0,58.0,0
2018-06-21,0.0,0.0,0.0,57.0,0
2018-06-22,0.0,0.0,0.0,57.0,0
2018-06-25,0.0,0.0,0.0,59.0,0
2018-06-26,0.0,0.0,0.0,57.0,0
2018-06-27,0.0,0.0,0.0,59.0,0
2018-06-28,0.0,0.0,0.0,58.0,0
2018-06-29,0.0,0.0,0.0,57.0,0
2018-07-02,0.0,0.0,0.0,58.0,0
2018-07-03,0.0,0.0,0.0,56.0,0
2018-07-05,0.0,0.0,0.0,59.0,0
2018-07-06,0.0,0.0,0.0,57.0,0
2018-07-09,0.0,0.0,0.0,56.0,0
2018-07-10,0.0,0.0,0.0,58.0,0
2018-07-11,0.0,0.0,0.0,58.0,0
2018-07-12,0.0,0.0,0.0,58.0,0
2018-07-13,0.0,0.0,0.0,58.0,0
2018-07-16,0.0,0.0,0.0,58.0,0
2018-07-17,0.0,0.0,0.0,56.0,0
2018-07-18,0.0,0.0,0.0,58.0,0
2018-07-19,0.0,0.0,0.0,58.0,0
2018-07-20,0.0,0.0,0.0,56.0,0
2018-07-23,0.0,0.0,0.0,58.0,0
2018-07-24,0.0,0.0,0.0,58.0,0
2018-07-25,0.0,0.0,0.0,57.0,0
2018-07-26,0.0,0.0,0.0,57.0,0
2018-07-27,0.0,0.0,0.0,57.0,0
2018-07-30,0.0,0.0,0.0,58.0,0
2018-07-31,0.0,0.0,0.0,58.0,0
2018-08-01,0.0,0.0,0.0,57.0,0
2018-08-02,0.0,0.0,0.0,58.0,0
2018-08-03,0.0,0.0,0.0,57.0,0
2018-08-06,0.0,0.0,0.0,57.0,0
2018-08-07,0.0,0.0,0.0,57.0,0
2018-08-08,0.0,0.0,0.0,58.0,0
2018-08-09,0.0,0.0,0.0,57.0,0
2018-08-10,0.0,0.0,0.0,57.0,0
2018-08-13,0.0,0.0,0.0,56.0,0
2018-08-14,0.0,0.0,0.0,57.0,0
2018-08-15,0.0,0.0,0.0,59.0,0
2018-08-16,0.0,0.0,0.0,58.0,0
2018-08-17,0.0,0.0,0.0,57.0,0
2018-08-20,0.0,0.0,0.0,58.0,0
